id,season,speed_difference,pass_difference,diffrenceWins,diffrenceGoals,overall_rating_difference,potential_difference,chance_creations_difference,defence_pressure_difference,defence_aggression_difference,goal_difference,diffrenceDaysBeforeLastGame,home_status
248,2008/2009,12.0,17.0,-5.0,-19.0,-59.0,-82.0,-2.0,6.0,23.0,-1,0.0,L
249,2008/2009,-10.0,-12.0,-2.0,-20.0,22.0,20.0,-12.0,-3.0,-1.0,3,1.0,W
250,2008/2009,-8.0,-5.0,5.0,10.0,244.0,269.0,-3.0,6.0,5.0,3,0.0,W
251,2008/2009,10.0,3.0,7.0,26.0,67.0,48.0,2.0,2.0,0.0,-2,0.0,L
252,2008/2009,0.0,0.0,-5.0,-46.0,-46.0,-38.0,0.0,0.0,0.0,1,-1.0,W
253,2008/2009,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0,1.0,D
254,2008/2009,12.0,15.0,1.0,8.0,0.0,0.0,30.0,-1.0,9.0,2,-1.0,W
255,2008/2009,3.0,4.0,-1.0,-11.0,0.0,0.0,-1.0,-7.0,-5.0,-1,0.0,L
256,2008/2009,-4.0,13.0,0.0,3.0,0.0,0.0,-24.0,8.0,1.0,-2,0.0,L
257,2008/2009,7.0,10.0,0.0,1.0,0.0,0.0,6.0,-20.0,1.0,1,-1.0,W
258,2008/2009,10.0,2.0,-1.0,3.0,0.0,0.0,30.0,-3.0,7.0,0,0.0,D
259,2008/2009,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,-1.0,D
260,2008/2009,0.0,13.0,1.0,-3.0,0.0,0.0,16.0,-4.0,-9.0,2,1.0,W
261,2008/2009,-18.0,-21.0,0.0,0.0,0.0,0.0,9.0,-20.0,-24.0,3,1.0,W
262,2008/2009,-8.0,-2.0,1.0,9.0,0.0,0.0,-1.0,14.0,2.0,2,1.0,W
263,2008/2009,16.0,-7.0,1.0,-2.0,0.0,0.0,9.0,-15.0,7.0,-1,-1.0,L
264,2008/2009,6.0,4.0,0.0,-6.0,0.0,0.0,-7.0,14.0,1.0,1,-1.0,W
265,2008/2009,-2.0,-3.0,2.0,9.0,0.0,0.0,-16.0,7.0,3.0,-1,0.0,L
266,2008/2009,0.0,0.0,-1.0,-3.0,0.0,0.0,0.0,0.0,0.0,2,1.0,W
267,2008/2009,3.0,8.0,-1.0,-6.0,0.0,0.0,-22.0,20.0,18.0,-1,0.0,L
268,2008/2009,-13.0,-8.0,0.0,0.0,0.0,0.0,-16.0,0.0,0.0,1,0.0,W
269,2008/2009,0.0,0.0,-3.0,-14.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,L
270,2008/2009,2.0,0.0,-2.0,-7.0,0.0,0.0,-18.0,3.0,0.0,0,0.0,D
271,2008/2009,-10.0,-5.0,0.0,5.0,0.0,0.0,15.0,3.0,5.0,2,-4.0,W
272,2008/2009,2.0,11.0,0.0,-2.0,0.0,0.0,13.0,-8.0,4.0,1,-2.0,W
273,2008/2009,-10.0,-5.0,1.0,-1.0,0.0,0.0,6.0,-19.0,-25.0,2,0.0,W
274,2008/2009,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1,1.0,W
275,2008/2009,18.0,6.0,0.0,1.0,0.0,0.0,18.0,-7.0,3.0,-1,1.0,L
276,2008/2009,9.0,9.0,0.0,6.0,0.0,0.0,20.0,-14.0,5.0,0,0.0,D
277,2008/2009,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,3,-4.0,W
278,2008/2009,-8.0,12.0,2.0,6.0,0.0,0.0,-6.0,9.0,-12.0,-1,1.0,L
279,2008/2009,-3.0,2.0,-1.0,-3.0,0.0,0.0,15.0,-4.0,-8.0,0,0.0,D
280,2008/2009,2.0,1.0,0.0,4.0,0.0,0.0,-3.0,8.0,5.0,1,2.0,W
281,2008/2009,6.0,-2.0,1.0,1.0,0.0,0.0,6.0,-6.0,6.0,1,1.0,W
282,2008/2009,-5.0,2.0,0.0,0.0,0.0,0.0,-2.0,7.0,-3.0,0,0.0,D
283,2008/2009,-1.0,-19.0,-3.0,-12.0,0.0,0.0,-18.0,14.0,-7.0,3,-1.0,W
284,2008/2009,-12.0,-15.0,0.0,1.0,0.0,0.0,-28.0,4.0,2.0,0,-1.0,D
285,2008/2009,23.0,15.0,-3.0,-13.0,0.0,0.0,-7.0,14.0,20.0,-1,0.0,L
286,2008/2009,-5.0,8.0,2.0,-4.0,0.0,0.0,-19.0,1.0,-1.0,0,1.0,D
287,2008/2009,0.0,0.0,-1.0,-5.0,0.0,0.0,0.0,0.0,0.0,1,2.0,W
288,2008/2009,-2.0,-1.0,0.0,-2.0,0.0,0.0,0.0,4.0,-13.0,1,0.0,W
289,2008/2009,-11.0,2.0,1.0,7.0,0.0,0.0,5.0,-8.0,3.0,2,0.0,W
290,2008/2009,-1.0,7.0,3.0,10.0,0.0,0.0,14.0,-1.0,9.0,1,-1.0,W
291,2008/2009,2.0,0.0,-3.0,-12.0,0.0,0.0,-15.0,-9.0,8.0,4,-1.0,W
292,2008/2009,20.0,5.0,-1.0,6.0,0.0,0.0,32.0,-1.0,7.0,2,0.0,W
293,2008/2009,0.0,0.0,-3.0,-7.0,0.0,0.0,0.0,0.0,0.0,-2,0.0,L
294,2008/2009,0.0,-10.0,-1.0,1.0,0.0,0.0,18.0,-6.0,6.0,-2,0.0,L
295,2008/2009,-15.0,-10.0,4.0,12.0,0.0,0.0,10.0,-20.0,-25.0,2,2.0,W
296,2008/2009,0.0,0.0,-1.0,-12.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,L
297,2008/2009,-13.0,-14.0,-1.0,5.0,0.0,0.0,1.0,6.0,-2.0,-1,0.0,L
298,2008/2009,0.0,11.0,3.0,9.0,0.0,0.0,-3.0,11.0,-1.0,6,-1.0,W
299,2008/2009,4.0,-24.0,-1.0,-3.0,0.0,0.0,-4.0,-9.0,3.0,0,0.0,D
300,2008/2009,8.0,16.0,1.0,-5.0,0.0,0.0,-3.0,1.0,-1.0,0,0.0,D
301,2008/2009,-2.0,1.0,0.0,-8.0,0.0,0.0,-14.0,-6.0,-4.0,0,0.0,D
302,2008/2009,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,-1,-1.0,L
303,2008/2009,8.0,-8.0,-2.0,-4.0,0.0,0.0,-13.0,-2.0,4.0,3,1.0,W
304,2008/2009,11.0,9.0,-3.0,-12.0,0.0,0.0,8.0,21.0,12.0,-3,1.0,L
305,2008/2009,-8.0,-3.0,-2.0,-11.0,0.0,0.0,-20.0,1.0,0.0,0,0.0,D
306,2008/2009,0.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,3,0.0,W
307,2009/2010,2.0,7.0,24.0,40.0,48.0,23.0,13.0,13.0,14.0,0,76.0,D
308,2009/2010,18.0,8.0,-6.0,-14.0,-42.0,-60.0,1.0,-12.0,-2.0,-1,0.0,L
309,2009/2010,3.0,6.0,-3.0,-30.0,8.0,30.0,8.0,10.0,-7.0,-2,0.0,L
310,2009/2010,8.0,1.0,-3.0,-11.0,52.0,19.0,30.0,1.0,-6.0,0,1.0,D
311,2009/2010,-10.0,-4.0,-15.0,-63.0,57.0,42.0,-17.0,-7.0,-5.0,-2,0.0,L
312,2009/2010,0.0,-10.0,-3.0,-10.0,33.0,36.0,18.0,-6.0,6.0,3,1.0,W
313,2009/2010,18.0,21.0,-3.0,-28.0,-93.0,-94.0,-9.0,20.0,24.0,0,0.0,D
314,2009/2010,-10.0,-6.0,-6.0,-36.0,36.0,15.0,0.0,-2.0,0.0,2,4.0,W
315,2009/2010,-4.0,24.0,11.0,52.0,15.0,17.0,4.0,9.0,-3.0,1,0.0,W
316,2009/2010,-2.0,4.0,-13.0,-14.0,-95.0,-82.0,15.0,-12.0,-18.0,-1,0.0,L
317,2009/2010,18.0,6.0,4.0,11.0,-111.0,-141.0,18.0,-7.0,3.0,0,0.0,D
318,2009/2010,-10.0,-12.0,2.0,-8.0,10.0,17.0,-12.0,-3.0,-1.0,2,-2.0,W
319,2009/2010,12.0,17.0,-8.0,-34.0,-106.0,-119.0,-2.0,6.0,23.0,1,2.0,W
320,2009/2010,-5.0,-11.0,-3.0,5.0,-28.0,-12.0,17.0,-3.0,1.0,2,-1.0,W
321,2009/2010,-8.0,8.0,3.0,-12.0,-26.0,6.0,13.0,2.0,-4.0,1,-8.0,W
322,2009/2010,-8.0,-2.0,14.0,61.0,37.0,68.0,-1.0,14.0,2.0,2,-1.0,W
323,2009/2010,6.0,-2.0,-1.0,1.0,51.0,72.0,6.0,-6.0,6.0,-1,-1.0,L
324,2009/2010,7.0,12.0,4.0,14.0,-53.0,-27.0,-17.0,-1.0,12.0,4,0.0,W
325,2009/2010,9.0,9.0,-1.0,7.0,-29.0,-49.0,20.0,-14.0,5.0,0,0.0,D
326,2009/2010,-23.0,-13.0,2.0,17.0,71.0,91.0,-10.0,-19.0,-25.0,2,0.0,W
327,2009/2010,-2.0,-12.0,-12.0,-58.0,68.0,58.0,-28.0,3.0,-9.0,2,1.0,W
328,2009/2010,0.0,11.0,9.0,29.0,15.0,-3.0,28.0,1.0,-4.0,0,0.0,D
329,2009/2010,2.0,18.0,-16.0,-29.0,-148.0,-111.0,13.0,-17.0,-14.0,-1,15.0,L
330,2009/2010,8.0,3.0,-3.0,-8.0,-199.0,-191.0,16.0,-9.0,3.0,0,0.0,D
331,2009/2010,11.0,-4.0,4.0,13.0,33.0,42.0,12.0,13.0,2.0,0,0.0,D
332,2009/2010,4.0,14.0,-2.0,4.0,49.0,60.0,6.0,9.0,-5.0,-2,1.0,L
333,2009/2010,0.0,-11.0,-11.0,-55.0,13.0,-31.0,3.0,-11.0,1.0,-2,-1.0,L
334,2009/2010,23.0,15.0,-16.0,-60.0,-71.0,-80.0,-7.0,14.0,20.0,-1,1.0,L
335,2009/2010,-10.0,-10.0,21.0,21.0,189.0,170.0,0.0,19.0,10.0,1,-1.0,W
336,2009/2010,-10.0,-1.0,16.0,56.0,-25.0,14.0,-15.0,8.0,-2.0,2,-2.0,W
337,2009/2010,5.0,-5.0,2.0,5.0,-56.0,-74.0,14.0,-23.0,10.0,2,1.0,W
338,2009/2010,-6.0,-2.0,5.0,33.0,95.0,128.0,-16.0,5.0,10.0,0,0.0,D
339,2009/2010,3.0,-2.0,7.0,32.0,0.0,-9.0,-15.0,4.0,8.0,-1,-7.0,L
340,2009/2010,-10.0,7.0,-7.0,-15.0,-14.0,8.0,-20.0,4.0,-6.0,2,1.0,W
341,2009/2010,-13.0,-10.0,9.0,37.0,47.0,34.0,-8.0,-17.0,-25.0,0,1.0,D
342,2009/2010,12.0,17.0,2.0,28.0,-24.0,-44.0,13.0,-6.0,4.0,2,7.0,W
343,2009/2010,6.0,-13.0,-13.0,-56.0,6.0,-24.0,9.0,-17.0,7.0,-2,-2.0,L
344,2009/2010,10.0,16.0,-7.0,-42.0,-148.0,-146.0,14.0,-10.0,-6.0,-2,1.0,L
345,2009/2010,1.0,-7.0,-2.0,-4.0,-48.0,1.0,10.0,11.0,2.0,1,-2.0,W
346,2009/2010,20.0,5.0,2.0,14.0,37.0,12.0,32.0,-1.0,7.0,0,0.0,D
347,2009/2010,11.0,9.0,-11.0,-62.0,-41.0,-65.0,8.0,21.0,12.0,2,0.0,W
348,2009/2010,-5.0,-16.0,11.0,1.0,224.0,206.0,2.0,13.0,6.0,3,-1.0,W
349,2009/2010,-5.0,6.0,10.0,17.0,16.0,55.0,-2.0,6.0,4.0,-1,-1.0,L
350,2009/2010,-13.0,-9.0,23.0,98.0,-30.0,-13.0,7.0,-12.0,-20.0,2,-1.0,W
351,2009/2010,-1.0,12.0,-12.0,3.0,-208.0,-207.0,5.0,-27.0,-7.0,0,0.0,D
352,2009/2010,2.0,11.0,1.0,25.0,-54.0,0.0,-18.0,2.0,7.0,3,-7.0,W
353,2009/2010,-4.0,-25.0,-7.0,-20.0,78.0,61.0,-26.0,4.0,0.0,1,2.0,W
354,2009/2010,-16.0,9.0,-6.0,-16.0,4.0,19.0,-26.0,10.0,-12.0,1,1.0,W
355,2009/2010,-10.0,-2.0,3.0,-2.0,-31.0,-40.0,-30.0,3.0,-7.0,1,0.0,W
356,2009/2010,-18.0,-8.0,12.0,33.0,74.0,82.0,-1.0,12.0,2.0,1,-15.0,W
357,2009/2010,10.0,4.0,20.0,77.0,-9.0,13.0,17.0,7.0,5.0,1,1.0,W
358,2009/2010,-2.0,-7.0,-25.0,-55.0,-122.0,-88.0,-13.0,-13.0,-14.0,2,0.0,W
359,2009/2010,-8.0,-1.0,6.0,26.0,15.0,56.0,-30.0,-1.0,6.0,1,-1.0,W
360,2009/2010,-3.0,-6.0,7.0,40.0,-23.0,-45.0,-8.0,-10.0,7.0,2,0.0,W
361,2009/2010,0.0,10.0,0.0,5.0,26.0,14.0,-18.0,6.0,-6.0,2,1.0,W
362,2009/2010,-18.0,-21.0,8.0,45.0,53.0,46.0,9.0,-20.0,-24.0,3,0.0,W
363,2009/2010,7.0,23.0,11.0,42.0,-63.0,-43.0,11.0,0.0,8.0,0,-1.0,D
364,2009/2010,6.0,-12.0,-1.0,0.0,5.0,11.0,24.0,-12.0,12.0,0,6.0,D
365,2009/2010,8.0,-2.0,9.0,-13.0,-13.0,-41.0,1.0,7.0,8.0,0,1.0,D
366,2009/2010,1.0,-8.0,-18.0,-71.0,43.0,45.0,-5.0,6.0,-3.0,-2,-1.0,L
367,2009/2010,20.0,7.0,-13.0,-25.0,42.0,13.0,15.0,-6.0,2.0,-1,-1.0,L
368,2009/2010,-12.0,-4.0,-8.0,-40.0,-38.0,-73.0,-2.0,2.0,-13.0,1,2.0,W
369,2009/2010,2.0,3.0,-6.0,-46.0,-99.0,-106.0,16.0,-7.0,-3.0,-3,0.0,L
370,2009/2010,-10.0,5.0,10.0,35.0,44.0,79.0,-3.0,9.0,-1.0,0,-2.0,D
371,2009/2010,-11.0,2.0,20.0,93.0,115.0,128.0,20.0,-20.0,-16.0,-1,-7.0,L
372,2009/2010,10.0,8.0,-9.0,14.0,128.0,154.0,17.0,-14.0,-5.0,-2,0.0,L
373,2009/2010,1.0,8.0,5.0,33.0,-54.0,-46.0,-10.0,-15.0,11.0,1,1.0,W
374,2009/2010,-8.0,-1.0,7.0,40.0,54.0,50.0,-22.0,13.0,-3.0,1,1.0,W
375,2009/2010,0.0,-1.0,-16.0,-66.0,-44.0,-109.0,-15.0,-5.0,-5.0,-2,1.0,L
376,2009/2010,-13.0,-14.0,4.0,22.0,97.0,82.0,1.0,6.0,-2.0,0,0.0,D
377,2009/2010,10.0,6.0,8.0,52.0,-74.0,-49.0,0.0,2.0,0.0,1,1.0,W
378,2009/2010,4.0,-13.0,-4.0,-26.0,7.0,-21.0,24.0,-8.0,-1.0,0,0.0,D
379,2009/2010,6.0,-9.0,-16.0,-61.0,-58.0,-75.0,-12.0,-6.0,-6.0,-1,15.0,L
380,2009/2010,12.0,15.0,-12.0,-45.0,5.0,-8.0,28.0,-4.0,-2.0,-1,7.0,L
381,2009/2010,-10.0,-3.0,-4.0,-10.0,-23.0,20.0,-2.0,-2.0,0.0,0,-1.0,D
382,2009/2010,5.0,1.0,1.0,-11.0,-3.0,-22.0,1.0,-3.0,5.0,1,-1.0,W
383,2009/2010,13.0,5.0,5.0,-39.0,-28.0,-66.0,-7.0,33.0,30.0,-1,0.0,L
384,2009/2010,-20.0,-7.0,6.0,2.0,-44.0,-16.0,-15.0,6.0,-2.0,2,-1.0,W
385,2009/2010,-1.0,8.0,11.0,54.0,-114.0,-77.0,5.0,-6.0,3.0,1,1.0,W
386,2009/2010,-8.0,2.0,-12.0,6.0,85.0,120.0,-1.0,-7.0,-8.0,0,2.0,D
387,2009/2010,-4.0,13.0,1.0,22.0,-56.0,-25.0,-24.0,8.0,1.0,0,-77.0,D
388,2009/2010,-2.0,-3.0,5.0,30.0,-30.0,-19.0,-16.0,7.0,3.0,1,-1.0,W
389,2009/2010,10.0,3.0,6.0,21.0,30.0,-12.0,2.0,2.0,0.0,0,0.0,D
390,2009/2010,-7.0,-23.0,-13.0,-38.0,32.0,9.0,-11.0,0.0,-8.0,0,-1.0,D
391,2009/2010,-11.0,2.0,12.0,33.0,10.0,-9.0,5.0,-8.0,3.0,1,1.0,W
392,2009/2010,-8.0,10.0,15.0,55.0,-46.0,-36.0,-2.0,0.0,2.0,2,7.0,W
393,2009/2010,0.0,15.0,-12.0,11.0,-134.0,-94.0,-3.0,-10.0,-11.0,3,-7.0,W
394,2009/2010,2.0,1.0,3.0,27.0,-34.0,16.0,0.0,-4.0,13.0,1,0.0,W
395,2009/2010,-5.0,-7.0,4.0,29.0,8.0,-4.0,8.0,-26.0,-22.0,3,7.0,W
396,2009/2010,-2.0,-14.0,-9.0,-26.0,106.0,66.0,-13.0,-4.0,4.0,0,-8.0,D
397,2009/2010,-11.0,1.0,0.0,10.0,59.0,45.0,-7.0,9.0,-11.0,1,7.0,W
398,2009/2010,-2.0,0.0,13.0,42.0,-28.0,-21.0,15.0,9.0,-8.0,1,0.0,W
399,2009/2010,6.0,-17.0,11.0,-4.0,61.0,39.0,9.0,4.0,17.0,0,0.0,D
400,2009/2010,-1.0,-19.0,-14.0,-63.0,20.0,53.0,-18.0,14.0,-7.0,2,0.0,W
401,2009/2010,15.0,13.0,-5.0,-17.0,9.0,-13.0,13.0,0.0,6.0,2,0.0,W
402,2009/2010,0.0,2.0,-14.0,-36.0,-9.0,-35.0,-17.0,-5.0,-5.0,-3,7.0,L
403,2009/2010,-8.0,-13.0,3.0,-5.0,7.0,3.0,2.0,3.0,3.0,1,0.0,W
404,2009/2010,15.0,23.0,-17.0,-87.0,-171.0,-173.0,6.0,16.0,16.0,-4,1.0,L
405,2009/2010,-10.0,-5.0,11.0,28.0,33.0,53.0,15.0,3.0,5.0,1,-1.0,W
406,2009/2010,2.0,11.0,-7.0,-19.0,70.0,40.0,13.0,-8.0,4.0,-4,1.0,L
407,2009/2010,-10.0,3.0,-8.0,7.0,-88.0,-35.0,-15.0,-13.0,-12.0,1,1.0,W
408,2009/2010,2.0,15.0,-3.0,-9.0,-72.0,-87.0,-8.0,3.0,-9.0,-2,-1.0,L
409,2009/2010,8.0,-10.0,13.0,61.0,133.0,123.0,4.0,3.0,9.0,0,0.0,D
410,2009/2010,13.0,20.0,-9.0,-35.0,-69.0,-69.0,-10.0,23.0,19.0,-1,0.0,L
411,2009/2010,-6.0,-4.0,2.0,17.0,8.0,-32.0,7.0,-14.0,-1.0,-3,-1.0,L
412,2009/2010,16.0,-7.0,-11.0,-27.0,-27.0,-22.0,9.0,-15.0,7.0,2,-17.0,W
413,2009/2010,2.0,-4.0,15.0,22.0,-76.0,-93.0,-15.0,12.0,18.0,2,17.0,W
414,2009/2010,-7.0,-10.0,5.0,14.0,143.0,166.0,-6.0,20.0,-1.0,1,0.0,W
415,2009/2010,-3.0,-8.0,5.0,44.0,14.0,-8.0,22.0,-20.0,-18.0,-3,0.0,L
416,2009/2010,-5.0,8.0,-4.0,-20.0,-48.0,-43.0,-19.0,1.0,-1.0,3,2.0,W
417,2009/2010,-2.0,-22.0,-10.0,-59.0,21.0,16.0,-10.0,-3.0,-3.0,0,1.0,D
418,2009/2010,2.0,13.0,-9.0,-49.0,-67.0,-80.0,-2.0,-1.0,-9.0,0,19.0,D
419,2009/2010,12.0,15.0,14.0,58.0,5.0,-10.0,30.0,-1.0,9.0,2,-1.0,W
420,2009/2010,0.0,5.0,-11.0,5.0,-23.0,22.0,15.0,-16.0,-5.0,-1,7.0,L
421,2009/2010,-2.0,1.0,-2.0,-9.0,-52.0,-38.0,-14.0,-6.0,-4.0,3,0.0,W
422,2009/2010,-4.0,-14.0,4.0,19.0,60.0,28.0,2.0,5.0,-4.0,-2,0.0,L
423,2009/2010,-1.0,-3.0,2.0,-7.0,-89.0,-131.0,8.0,-17.0,4.0,-1,-7.0,L
424,2009/2010,7.0,22.0,-11.0,-56.0,-79.0,-105.0,-16.0,29.0,13.0,0,-1.0,D
425,2009/2010,-5.0,-12.0,-19.0,-71.0,131.0,77.0,2.0,-8.0,-4.0,-5,-6.0,L
426,2009/2010,0.0,-4.0,32.0,79.0,-36.0,-59.0,0.0,21.0,10.0,-1,0.0,L
427,2009/2010,4.0,-24.0,-12.0,-47.0,2.0,34.0,-4.0,-9.0,3.0,1,11.0,W
428,2009/2010,12.0,6.0,-6.0,4.0,-28.0,-30.0,-15.0,-7.0,8.0,0,3.0,D
429,2009/2010,-12.0,-17.0,8.0,42.0,-1.0,36.0,2.0,-6.0,-23.0,2,-7.0,W
430,2009/2010,10.0,12.0,-6.0,4.0,-26.0,-10.0,12.0,3.0,1.0,1,10.0,W
431,2009/2010,-18.0,-6.0,1.0,0.0,142.0,158.0,-18.0,7.0,-3.0,1,4.0,W
432,2009/2010,5.0,11.0,1.0,1.0,-78.0,-93.0,-17.0,3.0,-1.0,0,-1.0,D
433,2009/2010,2.0,12.0,12.0,51.0,-51.0,-43.0,28.0,-3.0,9.0,1,-1.0,W
434,2009/2010,8.0,2.0,-27.0,-101.0,-107.0,-112.0,1.0,-14.0,-2.0,-2,0.0,L
435,2009/2010,-9.0,-9.0,5.0,6.0,31.0,74.0,-20.0,14.0,-5.0,4,0.0,W
436,2009/2010,8.0,-8.0,-3.0,19.0,40.0,34.0,-13.0,-2.0,4.0,0,7.0,D
437,2009/2010,-6.0,2.0,-1.0,-20.0,64.0,38.0,-6.0,6.0,-6.0,1,0.0,W
438,2009/2010,23.0,13.0,-6.0,-36.0,-41.0,-54.0,10.0,19.0,25.0,-2,1.0,L
439,2009/2010,-7.0,-12.0,-6.0,-33.0,90.0,64.0,17.0,1.0,-12.0,0,2.0,D
440,2009/2010,-12.0,-17.0,-2.0,-24.0,52.0,67.0,-13.0,6.0,-4.0,1,0.0,W
441,2009/2010,0.0,11.0,19.0,92.0,-54.0,-14.0,-3.0,11.0,-1.0,2,0.0,W
442,2009/2010,-4.0,-14.0,5.0,11.0,1.0,35.0,-6.0,-9.0,5.0,2,-1.0,W
443,2009/2010,-11.0,-9.0,14.0,80.0,46.0,69.0,-8.0,-21.0,-12.0,0,6.0,D
444,2009/2010,-2.0,-18.0,19.0,43.0,-49.0,-98.0,-13.0,17.0,14.0,-1,-8.0,L
445,2009/2010,-11.0,4.0,-2.0,-8.0,-27.0,-37.0,-12.0,-13.0,-2.0,2,-7.0,W
446,2009/2010,-8.0,-3.0,5.0,11.0,199.0,187.0,-16.0,9.0,-3.0,4,-7.0,W
447,2009/2010,10.0,10.0,-22.0,-24.0,27.0,50.0,0.0,-19.0,-10.0,0,1.0,D
448,2009/2010,6.0,2.0,-10.0,-49.0,-13.0,-60.0,16.0,-5.0,-10.0,0,-4.0,D
449,2009/2010,-5.0,5.0,-1.0,-9.0,-15.0,-11.0,-14.0,23.0,-10.0,1,0.0,W
450,2009/2010,10.0,2.0,-5.0,-10.0,-9.0,-15.0,30.0,-3.0,7.0,1,1.0,W
451,2009/2010,10.0,-7.0,2.0,-7.0,42.0,14.0,20.0,-4.0,6.0,0,-1.0,D
452,2009/2010,13.0,9.0,-30.0,-131.0,-16.0,-41.0,-7.0,12.0,20.0,-1,-3.0,L
453,2009/2010,-3.0,2.0,-9.0,-47.0,86.0,85.0,15.0,-4.0,-8.0,0,14.0,D
454,2009/2010,-23.0,-15.0,21.0,78.0,40.0,53.0,7.0,-14.0,-20.0,1,0.0,W
455,2009/2010,-6.0,13.0,21.0,80.0,-83.0,-73.0,-9.0,17.0,-7.0,2,1.0,W
456,2009/2010,5.0,16.0,-9.0,6.0,50.0,81.0,-2.0,-13.0,-6.0,2,7.0,W
457,2009/2010,0.0,-11.0,-8.0,-19.0,-35.0,-11.0,-28.0,-1.0,4.0,0,-14.0,D
458,2009/2010,-10.0,-16.0,12.0,62.0,35.0,31.0,-14.0,10.0,6.0,1,12.0,W
459,2009/2010,-20.0,-5.0,2.0,7.0,-14.0,4.0,-32.0,1.0,-7.0,2,11.0,W
460,2009/2010,-1.0,7.0,-2.0,-2.0,-34.0,-88.0,-10.0,-11.0,-2.0,1,7.0,W
461,2009/2010,0.0,1.0,11.0,47.0,-60.0,-6.0,15.0,5.0,5.0,3,0.0,W
462,2009/2010,8.0,1.0,-4.0,-31.0,23.0,31.0,22.0,-13.0,3.0,0,1.0,D
463,2009/2010,13.0,14.0,1.0,-8.0,-166.0,-170.0,-1.0,-6.0,2.0,1,-1.0,W
464,2009/2010,-1.0,-8.0,-2.0,-27.0,70.0,41.0,10.0,15.0,-11.0,0,0.0,D
465,2009/2010,10.0,-3.0,13.0,6.0,-75.0,-128.0,15.0,13.0,12.0,-1,-1.0,L
466,2009/2010,10.0,-5.0,-7.0,-16.0,27.0,-5.0,3.0,-9.0,1.0,1,0.0,W
467,2009/2010,11.0,-2.0,-16.0,-66.0,-76.0,-98.0,-20.0,20.0,16.0,-4,6.0,L
468,2009/2010,4.0,25.0,4.0,4.0,54.0,72.0,26.0,-4.0,0.0,-2,0.0,L
469,2009/2010,16.0,-9.0,2.0,8.0,32.0,38.0,26.0,-10.0,12.0,0,0.0,D
470,2009/2010,1.0,-12.0,12.0,-4.0,64.0,30.0,-5.0,27.0,7.0,2,0.0,W
471,2009/2010,10.0,1.0,-27.0,-103.0,-20.0,-57.0,15.0,-8.0,2.0,-4,0.0,L
472,2009/2010,-2.0,-11.0,-3.0,-44.0,48.0,-15.0,18.0,-2.0,-7.0,1,7.0,W
473,2009/2010,13.0,10.0,-11.0,-53.0,-100.0,-91.0,8.0,17.0,25.0,0,0.0,D
474,2009/2010,5.0,-6.0,-14.0,-33.0,46.0,16.0,2.0,-6.0,-4.0,-3,0.0,L
475,2009/2010,0.0,-2.0,11.0,31.0,-9.0,-9.0,17.0,5.0,5.0,0,-7.0,D
476,2009/2010,-6.0,9.0,12.0,49.0,118.0,132.0,12.0,6.0,6.0,0,1.0,D
477,2009/2010,-13.0,-5.0,-7.0,31.0,36.0,86.0,7.0,-33.0,-30.0,1,0.0,W
478,2009/2010,2.0,0.0,-11.0,-32.0,-9.0,-13.0,-15.0,-9.0,8.0,-2,0.0,L
479,2009/2010,-12.0,-15.0,6.0,23.0,40.0,34.0,-28.0,4.0,2.0,3,0.0,W
480,2009/2010,-6.0,12.0,0.0,1.0,-101.0,-136.0,-24.0,12.0,-12.0,-1,0.0,L
481,2009/2010,-5.0,-1.0,-3.0,4.0,7.0,28.0,-1.0,3.0,-5.0,-2,-1.0,L
482,2009/2010,-2.0,-11.0,3.0,9.0,-29.0,6.0,-13.0,8.0,-4.0,0,-1.0,D
483,2009/2010,11.0,-1.0,5.0,-1.0,7.0,7.0,7.0,-9.0,11.0,0,-1.0,D
484,2009/2010,11.0,-2.0,-6.0,-19.0,29.0,41.0,-5.0,8.0,-3.0,-1,8.0,L
485,2009/2010,-8.0,10.0,-11.0,-51.0,-59.0,-22.0,-4.0,-3.0,-9.0,1,-1.0,W
486,2009/2010,0.0,-15.0,13.0,-3.0,51.0,-14.0,3.0,10.0,11.0,-2,0.0,L
487,2009/2010,5.0,7.0,-5.0,-26.0,11.0,6.0,-8.0,26.0,22.0,-2,-1.0,L
488,2009/2010,-2.0,-1.0,-1.0,-20.0,107.0,77.0,0.0,4.0,-13.0,-1,-1.0,L
489,2009/2010,-16.0,7.0,5.0,14.0,-71.0,-79.0,-9.0,15.0,-7.0,0,0.0,D
490,2009/2010,2.0,22.0,10.0,47.0,-15.0,24.0,10.0,3.0,3.0,3,-1.0,W
491,2009/2010,0.0,4.0,-25.0,-49.0,-11.0,0.0,0.0,-21.0,-10.0,1,1.0,W
492,2009/2010,12.0,4.0,7.0,37.0,-12.0,-3.0,2.0,-2.0,13.0,-2,1.0,L
